Manisa,Salihli T Tipi Kapalı Ceza İnfaz Kurumu,0236 734 2133 -,0506 600 6264,abbsalihli.ctcik@adalet.gov.tr/,Durasıllı Mah. 154 Sok. No:2 Salihli/MANİSA,0236 734 2130,https://salihlitcik.adalet.gov.tr/
Manisa,Soma Denetimli Serbestlik Müdürlüğü,0236 612 21 96 -,,dsm.soma@adalet.gov.tr,Hürriyet Mah. Kütahya Sokak No:27 D:1 (SEAŞ Site Karşısı SEAŞ Isı Merkezi Yanı) Soma/MANİSA,0236 612 67 32,www.soma.adalet.gov.tr
Manisa,Turgutlu Denetimli Serbestlik Müdürlüğü,0236 312 10 70 -,,dsm.turgutlu@adalet.gov.tr,"Selvilitepe Mahallesi, Irlamaz Yolu Caddesi, No:54 Turgutlu /Manisa",0236 312 10 80,
Kahramanmaraş,Elbistan Denetimli Serbestlik Müdürlüğü,0344 415 2042 - 0507 820 0146,,dsm.elbistan@adalet.gov.tr,Yunusemre Mahallesi Çeçenistan Caddesi Yeni Adalet Sarayı A Blok 1.Kat Elbistan/KAHRAMANMARAŞ,0344 415 2242,
Kahramanmaraş,Kahramanmaraş Açık Ceza İnfaz Kurumu,0344 237 6074 -,0506 600 6146,kahramanmaras.ecik@adalet.gov.tr,Aksu Mah. Kazancızade Sadi Bulvarı No:4/1 Merkez/KAHRAMANMARAŞ,0344 237 7399,https://kahramanmarasecik.adalet.gov.tr/
Kahramanmaraş,Kahramanmaraş Denetimli Serbestlik Müdürlüğü,0 344 211 16 88 -,0507 820 0046,dsm.kahramanmaras@adalet.gov.tr,İsmetpaşa Mah. Azerbaycan Bulvarı No:25 Dulkadiroğlu/Kahramanmaraş,0344 211 1687,https://kahramanmaras.adalet.gov.tr/denserbestlik.html
Kahramanmaraş,Türkoğlu 1 Nolu L Kapalı Ceza İnfaz Kurumu,0344 625 1341 -,,,Ceceli Mah. Adana Asfaltı Cad. Türkoğlu/Kahramanmaraş,0344 625 1343,
Kahramanmaraş,Türkoğlu 2 Nolu L Kapalı Ceza İnfaz Kurumu,0344 625 1123 - 0344 625 1265,,,Ceceli Mahallesi Adana Asfaltı Caddesi 158/B Türkoğlu / Kahramanmaraş,0344 625 1125,https://turkoglu2lcik.adalet.gov.tr
Kahramanmaraş,Türkoğlu Açık Ceza İnfaz Kurumu,0344 625 1010 -,,,Ceceli Mah. Karataş Mevkii Türkoğlu /Kahramanmaraş,0344 625 1012,
Mardin,Mardin Denetimli Serbestlik Müdürlüğü,0482 213 0392 - 0507 820 0047,,dsm.mardin@adalet.gov.tr,13 Mart Mah. 46. Cadde 18. Sokak No:4/C Cesur Yapı Beyaz Köşk Apt. Altı Artuklu/MARDİN,0482 213 0393,https://mardin.adalet.gov.tr/denetimli_serbestlik/
Mardin,Mardin E Tipi Kapalı Ceza İnfaz Kurumu,0482 212 1377 -,0506 600 6147,mardin.etcik@adalet.gov.tr,Kötek Mahallesi Nusaybin Yolu Üzeri Artuklu/MARDİN,0482 212 6101,https://mardinkcik.adalet.gov.tr/
Mardin,Midyat Açık Ceza İnfaz Kurumu (M Tipi),0482 462 1149 - 0482 462 2007,0506 600 6247,midyatmcik@adalet.gov.tr,Bahçelievler mah. Nusaybin Cad. No:151 MİDYAT/MARDİN,0482 462 4190,https://midyatmcik.adalet.gov.tr/
Mardin,Midyat Denetimli Serbestlik Müdürlüğü,0482 462 6564 - 0507 820 0147,,dsm.midyat@adalet.gov.tr,Bahçelievler Mah. Bulvar Cad. Emniyet Müd. Civarı Hilal Apartman No:80. 47500 MİDYAT,0482 462 7020,
Mardin,Midyat M Tipi Kapalı Ceza İnfaz Kurumu,0482 462 1149 -,0506 600 6247,midyatmcik@adalet.gov.tr,Bahçelievler mah. Nusaybin Cad. No:75 MİDYAT/MARDİN,0482 462 4190,https://midyatmcik.adalet.gov.tr/
Muğla,Bodrum A1 Tipi Kapalı Ceza İnfaz Kurumu,0252 316 3010 -,,bodrum.a1tcik@adalet.gov.tr,Umurça Mahallesi Cevat Şakir Cad. No:106,0252 316 3014,
Muğla,Bodrum Açık Ceza İnfaz Kurumu ( S Tipi ),0(252) 373 56 61 -,,bodrum.stacik@adalet.gov.tr,Çamarası Mah. Çamarası Kümeevleri Cad. No:305 Bodrum/MUĞLA,0252 373 5204,https://bodrumscik.adalet.gov.tr/
Muğla,Bodrum Denetimli Serbestlik Müdürlüğü,0252 319 3544 - 0538 545 5432,,dsm.bodrum@adalet.gov.tr,Cumhuriyet Mahallesi Kıbrıs Şehitleri Caddesi No:244 Bodrum / MUĞLA,0252 319 3546,https://bodrum.adalet.gov.tr/denetimli_serbestlik.html
Muğla,Bodrum S Tipi Kapalı Ceza İnfaz Kurumu,0(252) 373 58 17 - 0(252) 373 60 17,,bodrum.stacik@adalet.gov.tr,Çamarası Mah. Çamarası Kümeevleri Cad. No:305 Bodrum/MUĞLA,,https://bodrumscik.adalet.gov.tr/
Muğla,Dalaman Açık Ceza İnfaz Kurumu,0252 697 50 04 -,0506 600 6248,dalaman.tarimacik@adalet.gov.tr,Gazi Bulvarı No:75 Dalaman/MUĞLA,0252 697 5105,https://dalamanacik.adalet.gov.tr/
Muğla,Fethiye Denetimli Serbestlik Müdürlüğü,0252 613 6011 - 0507 820 0148,,dsm.fethiye@adalet.gov.tr,Menteşeoğlu Mh. Süleyman Demirel Bulvarı No: 257 FETHİYE /MUĞLA,0252 614 2102,https://fethiye.adalet.gov.tr
Muğla,Milas Denetimli Serbestlik Müdürlüğü,-,,,,,
Muğla,Muğla Açık Ceza İnfaz Kurumu,0252 229 2078 -,0507 760 7215,mugla.acik@adalet.gov.tr,Çaybükü Köyü Belen Kahvesi Mevkii Çaybükü/Muğla,0252 229 2079,https://muglaacik.adalet.gov.tr/
Muğla,Muğla Denetimli Serbestlik Müdürlüğü,0252 212 9735 - 0 252 212 9736,0507 820 0048,dsm.mugla@adalet.gov.tr,Orhaniye mahallesi Şehit Asteğmen Yıldıray Çeltiklioğlu caddesi No:5/9 Menteşe / MUĞLA,0252 212 7311,
Muğla,Muğla E Tipi Kapalı Ceza İnfaz Kurumu,0252 216 0103 - 0252 216 0133,0506 600 6148,mugla.etcik@adalet.gov.tr,Düğerek Mah. Yaraş Yolu Üzeri 3/3 Muğla,0252 216 0518,https://muglaecik.adalet.gov.tr/
Muğla,Seydikemer-Eşen Açık Ceza İnfaz Kurumu (T Tipi),0252 637 1505 -,0506 600 6346,seydikemer-esen.ttcik@adalet.gov.tr,Eşen Mahallesi Seydikemer Muğla,0252 6371506,https://seydikemertcik.adalet.gov.tr
Muğla,Seydikemer-Eşen T Tipi Kapalı ve Açık Ceza İnfaz Kurumu,0252 637 1501 - 0252 637 1502,0506 600 6346,seydikemer-esen.ttcik@adalet.gov.tr,Eşen Mahallesi Önüş Caddesi No: 1 Seydikemer/MUĞLA,0252 6371504,https://seydikemertcik.adalet.gov.tr
Muş,Muş Denetimli Serbestlik Müdürlüğü,0436 212 1591 - 0507 820 0049,,dsm.mus@adalet.gov.tr,"Hürriyet Mahallesi, İstasyon Caddesi Adalet Sarayı Merkez/MUŞ",0436 212 4085,
Muş,Muş E Tipi Kapalı Ceza İnfaz Kurumu,0436 215 1226 - 0436 215 1228,,mus.etcik@adalet.gov.tr,Yeni mahalle Recep Tayyip Erdoğan caddesi No:80/1 Merkez/MUŞ,0436 215 1224,https://musecik.adalet.gov.tr/
Nevşehir,Nevşehir Açık Ceza İnfaz Kurumu,0384 219 4641 -,,nevsehir.acik@adalet.gov.tr,Yukarı Mah. İnönü mevki küme evleri no:1/13 Uçhisar / Nevşehir,0384 219 4642,https://nevsehiracik.adalet.gov.tr
Nevşehir,Nevşehir Denetimli Serbestlik Müdürlüğü,0 384 213 13 42 -,0507 820 0050,dsm.nevsehir@adalet.gov.tr,350 Evler Mahallesi Ali Dirikoç Bulvarı N:1 K:3 Merkez / Nevşehir,0384 213 1355,https://nevsehir.adalet.gov.tr/ds/ds.html
Nevşehir,Nevşehir E Tipi Kapalı Ceza İnfaz Kurumu,0384 219 2597 - 0384 219 2789,0506 600 6150,nevsehir.etcik@adalet.gov.tr,Yukarı Mah. İnönü Mevkii 4/1 Uçhisar / Nevşehir,0384 219 2788,https://nevsehirecik.adalet.gov.tr
Niğde,Niğde Açık Ceza İnfaz Kurumu,0388 232 3376 - 0388 232 3377,0506 600 6251,abbnigde.tarimacik@adalet.gov.tr,Eski Adana Yolu Üzeri 7.Km. 51670 NİĞDE,0388 232 6234,https://nigdeacik.adalet.gov.tr/
Niğde,Niğde Denetimli Serbestlik Müdürlüğü,0388 232 4547 - 0507 820 0051,,dsm.nigde@adalet.gov.tr,Yukarı Kayabaşı Mahallesi Sağlık Caddesi Belediye Sarayı C Blok Kat:2 Merkez /NİĞDE,0388 232 2848,https://nigde.adalet.gov.tr/Denetimli_s/index.html
Niğde,Niğde E Tipi Kapalı Ceza İnfaz Kurumu,0388 232 33 79 - 0388 233 5203,,nigde.etcik@adalet.gov.tr,İlhanlı Mahallesi Hacı Sabancı Bulvarı no:25 Merkez/NİĞDE,0388 232 3378,https://nigdeecik.adalet.gov.tr/
Ordu,Akkuş Açık Ceza İnfaz Kurumu,0452 611 2214 -,,,Çamalan Mah. Gücük Burnu Sok. No:1/3-G Akkuş Ordu,0452 611 2215,
Ordu,Fatsa Denetimli Serbestlik Müdürlüğü,0452 424 2200 -,,dsm.fatsa@adalet.gov.tr,Mustafakemalpaşa Mah. Plevne Meydanı No:6 Fatsa / Ordu,0452 424 2300,
Ordu,Ordu Açık Ceza İnfaz Kurumu (E Tipi),0452 522 2179 -,0506 600 61 52,ordu.etcik@adalet.gov.tr,akçaova mücavir no:35 /1-2 efillik köyü Perşembe ordu,0452 522 2178,https://orduecik.adalet.gov.tr/
Ordu,Ordu Denetimli Serbestlik Müdürlüğü,0452 234 5134 - 0507 820 0052,,dsm.ordu@adalet.gov.tr,Karşıyaka Mahallesi Atatürk Bulvarı No:506 Altınordu/ORDU,0452 234 6051,https://ordu.adalet.gov.tr/
Ordu,Ordu E Tipi Kapalı Ceza İnfaz Kurumu,0452 522 2179 -,0506 600 61 52,ordu.etcik@adalet.gov.tr,Efirli Mahallesi Akçaova Mücavir Sokak No:35:1/2 Perşembe/ORDU,0452 522 2178,https://orduecik.adalet.gov.tr/
Ordu,Ünye Açık Ceza İnfaz Kurumu (M Tipi),0452 346 3872 - 0452 346 38 73,0505 600 62 52,unyeacik@adalet.gov.tr,Yüceler Köyü Hendek Suyu Mevkii No: 85 ÜNYE,0452 346 3874,https://unyemtcik.adalet.gov.tr
Ordu,Ünye Denetimli Serbestlik Müdürlüğü,0452 310 2000 - 0507 820 0152,,dsm.unye@adalet.gov.tr,Liseler Mahallesi Değirmenyolu Sokak No:7 52300 Ünye,0452 323 1011,https://unye.adalet.gov.tr/dsym/dsym.htm
Ordu,Ünye M Tipi Kapalı Ceza İnfaz Kurumu,0452 346 3872 - 0452 346 3873,0506 600 6252,unye.mtcik@adalet.gov.tr,Yüceler Köyü Hendek Suyu Mevkii No: 85 ÜNYE,0452 346 3874,https://unyemtcik.adalet.gov.tr/
Rize,Kalkandere Açık Ceza İnfaz Kurumu,0464 331 3914 - 0464 331 3917,0533 157 7019,kalkandere.acik@adalet.gov.tr,Ormanlı Köyü Mevkii 338/B Kalkandere/RİZE,0464 331 3873,https://kalkandereacik.adalet.gov.tr
Rize,Rize Denetimli Serbestlik Müdürlüğü,0464 213 0544 - 0507 820 0053,,dsm.rize@adalet.gov.tr,Müftü Mahallesi Adalet Sarayı Zemin Kat /RİZE,0464 217 0930,https://rize.adalet.gov.tr/
Rize,Rize L Tipi Kapalı Ceza İnfaz Kurumu,0464 331 5009 - 0 464 331 30 09,0506 600 63 36,rize.itcik@adalet.gov.tr,Aksu Mh. Merkez Küme Evler No: 99 Kalkandere / Rize,0464 331 3899,https://rizelcik.adalet.gov.tr/
Sakarya,Geyve Açık Ceza İnfaz Kurumu,0264 517 5233 -,0507 760 72 16,geyve.acik@adalet.gov.tr,Tepecikler Mah.Şabandişli sk.N:7 Geyve /SAKARYA,0264 517 5339,https://geyveacik.adalet.gov.tr
Sakarya,Hendek Kadın Açık Ceza İnfaz Kurumu,0264 502 2231 - 0264 502 2232,,hendek.kkacik@adalet.gov.tr,Akpınar Mahallesi-4060 Sokak-No:23 Hendek/SAKARYA,0264 502 2233,
Sakarya,Sakarya 1 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0264 781 3824 - 0264 781 3825,,sakarya.ltcik@adalet.gov.tr,Değirmenci Mah. 301 Nolu Sok. Fatihsultan Mehmet Cad. No: 7 Ferizli/SAKARYA,0264 781 3805,https://sakaryalcik.adalet.gov.tr/
Sakarya,Sakarya 2 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0264 781 2071 - 0264 781 2072,,sakarya.2nltkcik@dalet.gov.tr,DAMLIK MAHALLESİ 367. SOKAK NUMARA 49 FERİZLİ / SAKARYA,0264 781 2073,https://sakarya2lcik.adalet.gov.tr/
Sakarya,Sakarya 3 Nolu L Tipi Kapalı Ceza İnfaz Kurumu,0264 781 7032 - 0264 781 7033,,sakarya.3nltkcik@adalet.gov.tr,Esentepe mahallesi 367. Sokak No:45 Ferizli /SAKARYA,0264 781 7034,https://sakarya3lcik.adalet.gov.tr/
Sakarya,Sakarya Açık Ceza İnfaz Kurumu,0264 781 2079 -,,sakarya.acik@adalet.gov.tr,DAMLIK MAHALLESİ 367. SOKAK NO :25 54110  FERİZLİ/SAKARYA,0264 781 2078,https://sakaryaacik.adalet.gov.tr/
Sakarya,Sakarya Denetimli Serbestlik Müdürlüğü,0264 251 3761 - 0507 820 0054,,dsm.sakarya@adalet.gov.tr,"Semerciler Mahallesi Milli Egemenlik Caddesi, No:51",0264 251 3764,https://cte-ds.adalet.gov.tr
Samsun,Bafra Açık Ceza İnfaz Kurumu,0362 595 5100 -,,bafra.acik@adalet.gov.tr,Sarıçevre Mah. No :106 Bafra/SAMSUN,0362 595 5044,https://bafracik.adalet.gov.tr
Samsun,Bafra Denetimli Serbestlik Müdürlüğü,0362 543 7735 -,0507 820 0155,dsm.bafra@adalet.gov.tr,Cumhuriyet Mah. Hükümet Cad. No:4 Kat:5 Bafra/SAMSUN,0362 543 7877,https://bafra.adalet.gov.tr/denetim/denetim.html
Samsun,Bafra T Tipi Kapalı Ceza İnfaz Kurumu,0362 595 5050 - 0362 595 5052,0506 600 6347,bafra.ttcik@adalet.gov.tr,Sarıçevre Mahallesi Bafra/SAMSUN,0362 595 5049,https://bafratcik.adalet.gov.tr
Samsun,Çarşamba Açık Ceza İnfaz Kurumu Müdürlüğü,0362 823 4246 -,,,Demiraslan Mahallesi Aşağı Sokak No:72 Çarşamba/SAMSUN,0362 823 4455,
Samsun,Çarşamba Denetimli Serbestlik Müdürlüğü,0362 832 0235 - 0507 820 0084,0538 086 28 97,dsm.carsamba@adalet.gov.tr,"Orta Mahallesi, Cumhuriyet Meydanı, Çarşamba Belediye Binası 6. Katı 55500 Çarşamba/Samsun",0362 832 0205,https://carsamba.adalet.gov.tr/denetim/
Samsun,Çarşamba Kadın Kapalı Ceza İnfaz Kurumu Müdürlüğü,-,,,,,
Samsun,Çarşamba S Tipi Kapalı Ceza İnfaz Kurumu Müdürlüğü,0 (362) 823 41 41 -,,carsamba.stkcik@adalet.gov.tr,"Alibeyli Mahallesi, Salıpazarı Caddesi, No: 201/F, Çarşamba/SAMSUN",0 (362) 823 44 45,https://carsambascik.adalet.gov.tr/
Samsun,Kavak Açık Ceza İnfaz Kurumu,0362 504 1166 -,,kavak.acik@adalet.gov.tr,Muratbeyli Mah. Muratbeyli Sk. 46/2,0362 504 1165,https://kavakacik.adalet.gov.tr/
Samsun,Kavak Çocuk ve Gençlik Kapalı Ceza İnfaz Kurumu,0362 504 1064 -,,kavak.ckcik@adalet.gov.tr,Muratbeyli Mh.Muratbeyli sk. 46/4 Kavak/Samsun,0362 504 1034,http://kavakcocik.adalet.gov.tr
Samsun,Kavak S Tipi Kapalı Ceza İnfaz Kurumu,0362 504 1510 - 0362 504 1570,,kavak.scik@adalet.gov.tr,Muratbeyli Mh. Muratbeyli Sk. No: 46/4 Kavak/SAMSUN,0362 502 1509,https://kavakscik.adalet.gov.tr/
Samsun,Samsun Açık Ceza İnfaz Kurumu (T Tipi),0362 455 0102 -,0533 086 5048,,Kadamut Mahallesi Kadamut Merkez Sokak No: 346 İlkadım/SAMSUN,0362 455 0355,https://samsunacik.adalet.gov.tr/
Samsun,Samsun Denetimli Serbestlik Müdürlüğü,0362 435 3726 - 0507 820 0055,,dsm.samsun@adalet.gov.tr,19 Mayıs Mahallesi Cumhuriyet Caddesi No:17/A Eski Adliye Binası Kat:4 İlkadım/SAMSUN,0362 435 8359,https://samsun.adalet.gov.tr
Samsun,Samsun T Kapalı Ceza İnfaz Kurumu,0362 238 2212 - 0362 238 0669,0506 600 6155,,Kadamut Mahallesi Kadamut Merkez Sokak No: 314 İlkadım/SAMSUN,0362 238 8435,https://samsuntcik.adalet.gov.tr/
Samsun,Vezirköprü Denetimli Serbestlik Müdürlüğü,0362 647 1728 -,0 535 107 13 40,dsm.vezirkopru@adalet.gov.tr,Esentepe Mahallesi Hamit Kiper Caddesi Adalet Sarayı Kat. 5 Vezirköprü,0362 647 0698,https://cte-ds.adalet.gov.tr
Samsun,Vezirköprü M Tipi Kapalı Ceza İnfaz Kurumu,0362 646 1418 - 0362 647 2004,0506 600 62 89,vezirkopru.mtcik@adalet.gov.tr,Hıdırlık Mahallesi Muhtar Kenanlı Caddesi Vezirköprü,0362 647 1074,https://vezirkoprumtcik.adalet.gov.tr
Siirt,Siirt Denetimli Serbestlik Müdürlüğü,0484 223 9201 - 0507 820 0056,,dsm.siirt@adalet.gov.tr,Doğan mah. Mithat Öktüren Cad. No:6 Merkez/SİİRT,0484 223 9201,
Sinop,Boyabat Denetimli Serbestlik Müdürlüğü,0368 315 1382 - 0507 820 0086,,dsm.boyabat@adalet.gov.tr,Kumluk Mahallesi Adnan Menderes Bulvarı No:44/A – Boyabat/ SİNOP,0368 315 6285,
Sinop,Durağan Açık Ceza İnfaz Kurumu,0368 427 1122 -,,duragan.acik@adalet.gov.tr,"Beybükü Köyü, Kurt Hasan Mahallesi Baraj Yolu Mevkii, Durağan/SİNOP",0368 427 1123,https://duraganacik.adalet.gov.tr/
Sinop,Sinop Açık Ceza İnfaz Kurumu (E Tipi),0368 271 4257 -,0507 456 0885,,OSMANİYE KÖYÜ KARAGÖL MEVKİ NO:34 MERKEZ SİNOP,0368 271 4368,https://sinopecik.adalet.gov.tr
Sinop,Sinop Denetimli Serbestlik Müdürlüğü,0368 261 5305 - 0507 820 0057,,dsm.sinop@adalet.gov.tr,Meydankapı Mah. İskele Cad. No:4/6 SİNOP,0368 261 1533,https://sinop.adalet.gov.tr/dsm/
Sinop,Sinop E Tipi Kapalı Ceza İnfaz Kurumu,0368 271 4446 - 0368 271 5340,0506 600 6157,sinop.etcik@adalet.gov.tr,OSMANİYE KÖYÜ KARAGÖL MEVKİ NO:34 MERKEZ SİNOP,0368 271 4368,https://sinopecik.adalet.gov.tr
Sivas,Sivas Denetimli Serbestlik Müdürlüğü,0346 211 3758 - 0507 820 0058,,dsm.sivas@adalet.gov.tr,Akdeğirmen Mah. Kepenek Cad. Mavi Köşe Apt. No: 1 Kat :2 ve 3 Merkez/SİVAS,0346 223 2729,https://sivas.adalet.gov.tr/sayfa.asp?id=157
Sivas,Sivas E Tipi Kapalı ve Açık Ceza İnfaz Kurumu,0346 211 0185 - 0506 600 6158,0506 600 6158,sivas.etcik@adalet.gov.tr,AHMET TURAN GAZİ MH. ŞEHİT SONER MÜŞTERİ CD. NO:1/2 SİVAS / MERKEZ,0346 211 0037,https://sivas.etcik@adalet.gov.tr
Sivas,Sivas Kadın Açık Ceza İnfaz Kurumu,0346 841 2080 -,,sivas.kadacik@adalet.gov.tr,Yeni Mahalle Sivas Caddesi No.22 Hafik / Sivas,0346 841 2081,https://sivaskacik.adalet.gov.tr
Tekirdağ,Çerkezköy Denetimli Serbestlik Müdürlüğü,-,,,,,
Tekirdağ,Çorlu Denetimli Serbestlik Müdürlüğü,0282 673 8390 - 0507 820 0159,,dsm.corlu@adalet.gov.tr,Zafer Mahallesi Çorlu Adalet Sarayı,0282 652 3769,https://corlu.adalet.gov.tr/densermud.html
Tekirdağ,Karatepe 1 Nolu Y Tipi Kapalı Ceza İnfaz Kurumu,-,,,,,
Tekirdağ,Karatepe 2 Nolu Y Tipi Kapalı Ceza İnfaz Kurumu,0282 651 40 50 - 0282 651 40 51,,karatepe.2nytkcik@adalet.gov.tr,Hatip Mah. Mimar Sinan Cad. No:173 Çorlu / TEKİRDAĞ,0282 653 59 15,
Tekirdağ,Karatepe Açık Ceza İnfaz Kurumu,0282 651 2140  - 0282 651 2141,,karatepe.acik@adalet.gov.tr,Hatip Mah. Mimar Sinan Cad. No:173 Çorlu / TEKİRDAĞ,0282 651 2148,https://karatepeacik.adalet.gov.tr/
Tekirdağ,Karatepe Çocuk ve Gençlik Kapalı Ceza İnfaz Kurumu,0282 653 7596 - 0282 652 6956,,karatepe.cvgkcik@adalet.gov.tr,Hatip Mahallesi Mimar Sinan Caddesi No : 173  - Çorlu/TEKİRDAĞ,0282 652 6328,https://karatepecocukcik.adalet.gov.tr/
Tekirdağ,Karatepe Yüksek Güvenlikli Kapalı Ceza İnfaz Kurumu,0282 651 4765 - 0282 654 6092,,karatepe.ygkcik@adalet.gov.tr,Hatip Mah. Mimar Sinan Cad. No:173  Çorlu/TEKİRDAĞ,0282 654 6090,https://karatepeygkcik.adalet.gov.tr
Tekirdağ,Tekirdağ 1 Nolu F Tipi Yüksek Güvenlikli Kapalı Ceza İnfaz Kurumu,0282 234 1238 - 0282 234 1235,0535 107 1335,tekirdag.1nftcik@adalet.gov.tr,Gündüzlü Mah. Muratlı Cad. No: 346 Süleymanpaşa/TEKİRDAĞ,0282 234 1231,https://tekirdag1fcik.adalet.gov.tr/
Tekirdağ,Tekirdağ 1 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0282 234 1243 - 0282 234 1245,0507 456 0880,tekirdag.1nttkcik@adalet.gov.tr,Gündüzlü Mah. Muratlı Cad. No: 348/10 Süleymanpaşa/TEKİRDAĞ,0282 234 1246,https://tekirdagcik.adalet.gov.tr/
Tekirdağ,Tekirdağ 2 Nolu F Tipi Yüksek Güvenlikli Kapalı Ceza İnfaz Kurumu,0282 234 1281 - 0282 234 1283,0506 600 6259,abbtekirdag.2nftcik@adalet.gov.tr,Gündüzlü Mah Muratlı caddesi No:344 Süleymanpaşa/TEKİRDAĞ,0282 234 12 88,https://tekirdag2fcik.adalet.gov.tr/
Tekirdağ,Tekirdağ 2 Nolu T Tipi Kapalı Ceza İnfaz Kurumu,0282 234 1263 - 0282 234 1265,0507 456 0879,tekirdag.2nttkcik@adalet.gov.tr,Gündüzlü Mah. Muratlı Cad. No:348 TEKİRDAĞ,0282 234 1266,https://tekirdag2tcik.adalet.gov.tr/
Tekirdağ,Tekirdağ Açık Ceza İnfaz Kurumu,0282 234 1273 -,5351071336,tekirdag.acik@adalet.gov.tr,Muratlı Yolu 12.Km Gündüzlü Köyü Mevkii Merkez/Tekirdağ,0282 234 1274,https://tekirdagacik.adalet.gov.tr/
Tekirdağ,Tekirdağ Denetimli Serbestlik Müdürlüğü,0282 263 8416 - 0507 820 0059,,dsm.tekirdag@adalet.gov.tr,Tekirdağ Adliye Sarayı 100. Yıl Mahallesi Barbaros Yalı Mevkii Süleymanpaşa/Tekağ,0282 261 9746,
Tekirdağ,Tekirdağ Y Tipi Kapalı Ceza İnfaz Kurumu,0282 341 1303 - 0282 341 1304,,tekirdag.ytkcik@adalet.gov.tr,Gündüzlü Mah. Muratlı Cad. No: 350/2 Süleymanpaşa / TEKİRDAĞ,0282 341 1302,https://tekirdagycik.adalet.gov.tr/
Tokat,Niksar K2 Tipi Kapalı Ceza İnfaz Kurumu,0356 527 2102 -,,niksar.k2tcik@adalet.gov.tr,50. Yıl Mahallesi Atatürk Bulvarı No:205/A Niksar – TOKAT,0356 527 78 70,https://tokat.adalet.gov.tr/niksar.html
Tokat,Tokat Açık Ceza İnfaz Kurumu (T Tipi),0356 243 2156 - 0356 243 21 57,0506 600 6160,tokat.ttcik@adalet.gov.tr,Karasu Mah. Sivas Cad. Çamlıbel Mevki No: 52 Merkez/Tokat,0356 243 2151,https://tokattcik.adalet.gov.tr/
Tokat,Tokat Denetimli Serbestlik Müdürlüğü,0356 214 2992 - 0507 820 0060,,dsm.tokat@adalet.gov.tr,Alipaşa Mah. Yeni Hükümet Cad. Valilik Yanı Galeri Tüccar Üstü Kat/1-2 Merkez/TOKAT,0 356 213 36 88,https://tokat.adalet.gov.tr/tokatds/
Tokat,Tokat T Tipi Kapalı Ceza İnfaz Kurumu,0356 243 2156 - 0356 243 2157,0506 600 6160,tokat.ttcik@adalet.gov.tr,Karasu Mah. Sivas Cad. Çamlıbel Mevki No: 52 Merkez/Tokat,0356 243 2111,https://tokattcik.adalet.gov.tr/
Tokat,Zile Açık Ceza İnfaz Kurumu (M Tipi),0356 317 1383  -,0552 733 62 60,zile.mtcik@adalet.gov.tr,Şeyh Ali mh. Kızılelma Cad. Zile/Tokat,0356 317 10 70,https://zilemcik.adalet.gov.tr/
Tokat,Zile Denetimli Serbestlik Müdürlüğü,0356 317 5543 - 0507 820 0160,,dsm.zile@adalet.gov.tr,Cumhuriyet Caddesi No:1 Adalet Sarayı Zile/ TOKAT,0356 317 5543,
Tokat,Zile M Tipi Kapalı Ceza İnfaz Kurumu,0356 317 1383  -,0506 600 62 60,zile.mtcik@adalet.gov.tr,Şeyh Ali mh. Kızılelma Cad. Zile/Tokat,0356 317 10 70,https://zilemcik.adalet.gov.tr/
Trabzon,Araklı Açık Ceza İnfaz Kurumu (E Tipi),0462 721 6748 - 0462 721 4678,,,Merkez Mah.Mevlana Cad.No: 68 61700 Araklı/TRABZON,0462 721 6748,
Trabzon,Beşikdüzü Açık Ceza İnfaz Kurumu (T Tipi),0462 871 1000 -,,,Anbarlı Mahallesi Orta Küme Evleri No: 61/2 Beşikdüzü/TRABZON,0462 871 0559,
Trabzon,Beşikdüzü T Tipi Kapalı Ceza İnfaz Kurumu,0462 871 1000 - 0462 871 1003,,besikduzu.ttkcik@adalet.gov.tr,Anbarlı Mahallesi Orta Küme Evleri No: 61/2 Beşikdüzü/TRABZON,0462 871 1004,
Trabzon,Trabzon Denetimli Serbestlik Müdürlüğü,0462 326 12 36 -,0 552 962 96 76,dsm.trabzon@adalet.gov.tr,Kaşüstü Mah. Devlet Karayolları Cad. Adil Yazar Sk. No:10 Trabzon Adalet Sarayı Yomra/Trabzon,0462 326 1237,https://trabzon.adalet.gov.tr/dsm.htm
Trabzon,Trabzon E Tipi Kapalı Ceza İnfaz Kurumu,0462 323 1606 - 0462 326 3245,0506 600 6161,trabzonetczv@adalet.gov.tr,Şehit Refik Cesur Cad. Kiraz Boğazı sok.d: 68 i: 1 61040 Bahçeçik Ortahisar Trabzon,0462 322 4058,https://trabzonecik.adalet.gov.tr/
Tunceli,Tunceli A3 Tipi Kapalı Ceza İnfaz Kurumu,0428 212 1045 - 0428 212 4260,0506 600 6162,tuncelia3tcik@adalet.gov.tr,Alibaba Mah. Niyaziakı sok. No : 14 Tunceli,0428 212 3544,https://tuncelia3cik.adalet.gov.tr/
Tunceli,Tunceli Denetimli Serbestlik Müdürlüğü,0428 213 3005 - 0507 820 0062,,dsm.tunceli@adalet.gov.tr,"Tunceli Denetimli Serbestlik Müdürlüğü, Atatürk Mah. Adliye Sarayı Kat:1 TUNCELİ",0428 213 1353,
