İl,İlçe,Kurum Adı,Vergi No,Vergi Dairesi,Hesap Türü,Banka Adı,IBAN
Ankara,Ankara,Ankara Abonelik Sözleşmeleri İcra Dairesi,6490695402,Maltepe Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR150001500158007306482865
Ankara,Ankara,Ankara Abonelik Sözleşmeleri İcra Dairesi,6490695402,Maltepe Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR360001500158007306482972
Ankara,Ankara,Ankara Gayrimenkul Satış İcra Dairesi,8150922395,Maltepe vergi dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR030001500158007309615114
Ankara,Ankara,Ankara Gayrimenkul Satış İcra Dairesi,8150922395,Maltepe vergi dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR810001500158007309615068
Ankara,Ankara,Ankara Gayrimenkul Satış İcra Dairesi,8150922395,Maltepe vergi dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR790001500158007309615104
Ankara,Ankara,Ankara Banka Alacakları İcra Dairesi,.,.,Emanet,T. Vakıflar Bankası T.A.O.,TR250001500158007319377768
Ankara,Ankara,Ankara Banka Alacakları İcra Dairesi,.,.,Harç,T. Vakıflar Bankası T.A.O.,TR950001500158007319378545
Ankara,Ankara,Ankara Banka Alacakları İcra Dairesi,.,.,Cezaevi,T. Vakıflar Bankası T.A.O.,TR520001500158007319378640
Ankara,Akyurt,Akyurt İcra Dairesi,450034242,Akyurt Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR390001500158007300577946
Ankara,Akyurt,Akyurt İcra Dairesi,450034242,Akyurt Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR200001500158007300577997
Ankara,Akyurt,Akyurt İcra Dairesi,450034242,Akyurt Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR460001500158007300578014
Ankara,Bala,Bala İcra Dairesi,1340067198,BALA VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR710001500158007300592890
Ankara,Bala,Bala İcra Dairesi,1340067198,BALA VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR280001500158007300592985
Ankara,Bala,Bala İcra Dairesi,1340067198,BALA VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR620001500158007300593149
Ankara,Çubuk,Çubuk İcra Dairesi,2630035303,ÇUBUK VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR800001500158007298729746
Ankara,Çubuk,Çubuk İcra Dairesi,2630035303,ÇUBUK VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR830001500158007299440993
Ankara,Çubuk,Çubuk İcra Dairesi,2630035303,ÇUBUK VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR770001500158007300588514
Ankara,Elmadağ,Elmadağ İcra Dairesi,3320048303,Elmadağ Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR150001500158007300577796
Ankara,Elmadağ,Elmadağ İcra Dairesi,3320048303,Elmadağ Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR150001500158007300577699
Ankara,Elmadağ,Elmadağ İcra Dairesi,3320048303,Elmadağ Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR390001500158007300577752
Ankara,Gölbaşı(Ankara),Gölbaşı(Ankara) İcra Dairesi,4070051012,GÖLBAŞI VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR860001500158007290575624
Ankara,Gölbaşı(Ankara),Gölbaşı(Ankara) İcra Dairesi,4070051012,GÖLBAŞI VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR050001500158007299394576
Ankara,Gölbaşı(Ankara),Gölbaşı(Ankara) İcra Dairesi,4070051012,GÖLBAŞI VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR500001500158007290498478
Ankara,Haymana,Haymana İcra Dairesi,4600326056,Haymana Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR910001500158007300576137
Ankara,Haymana,Haymana İcra Dairesi,4600326056,Haymana Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR180001500158007300576093
Ankara,Haymana,Haymana İcra Dairesi,4600326056,Haymana Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR310001500158007300576150
Ankara,Kalecik,Kalecik İcra Dairesi,4910279554,KALECİK MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR820001500158007300621792
Ankara,Kalecik,Kalecik İcra Dairesi,4910279554,KALECİK MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR250001500158007300621848
Ankara,Kalecik,Kalecik İcra Dairesi,4910279554,KALECİK MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR370001500158007300621826
Ankara,Polatlı,Polatlı İcra Dairesi,7320046637,POLATLI VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR730001500158007287357786
Ankara,Polatlı,Polatlı İcra Dairesi,7320046637,POLATLI VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR470001500158007290500860
Ankara,Polatlı,Polatlı İcra Dairesi,7320046637,POLATLI VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR680001500158007299350180
Ankara,Ankara,Ankara Batı İcra Dairesi,7700415900,ETİMESGUT VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR530001500158007301621996
Ankara,Ankara,Ankara Batı İcra Dairesi,7700415900,ETİMESGUT VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR310001500158007301621616
Ankara,Ankara,Ankara Batı İcra Dairesi,7700415900,ETİMESGUT VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR280001500158007301621961
Ankara,Beypazarı,Beypazarı İcra Dairesi,8150296807,Beypazarı Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR210001500158007299355585
Ankara,Beypazarı,Beypazarı İcra Dairesi,8150296807,Beypazarı Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR390001500158007299109560
Ankara,Beypazarı,Beypazarı İcra Dairesi,8150296807,Beypazarı Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR860001500158007300568661
Ankara,Nallıhan,Nallıhan İcra Dairesi,6280030438,NALLIHAN MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR920001500158007300615986
Ankara,Nallıhan,Nallıhan İcra Dairesi,6280030438,NALLIHAN MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR030001500158007300615939
Ankara,Nallıhan,Nallıhan İcra Dairesi,6280030438,NALLIHAN MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR530001500158007300616009
Ankara,Kahramankazan,Kahramankazan İcra Dairesi,5410070949,KAZAN VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR500001500158007299088410
Ankara,Kahramankazan,Kahramankazan İcra Dairesi,5410070949,KAZAN VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR310001500158007299310106
Ankara,Kahramankazan,Kahramankazan İcra Dairesi,5410070949,KAZAN VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR310001500158007299088461
Ankara,Kızılcahamam,Kızılcahamam İcra Dairesi,4840034862,Kızılcahamam İcra Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR180001500158007300575220
Ankara,Kızılcahamam,Kızılcahamam İcra Dairesi,4840034862,Kızılcahamam İcra Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR180001500158007300575123
Ankara,Kızılcahamam,Kızılcahamam İcra Dairesi,4840034862,Kızılcahamam İcra Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR040001500158007300575181
Antalya,Alanya,Alanya İcra Dairesi,11797830,ALANYA VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR530001500158007308885744
Antalya,Alanya,Alanya İcra Dairesi,11797830,ALANYA VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR220001500158007308885720
Antalya,Alanya,Alanya İcra Dairesi,11797830,ALANYA VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR870001500158007308885617
Antalya,Gazipaşa,Gazipaşa İcra Dairesi,3890098443,Gazipaşa Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR980001500158007299435776
Antalya,Gazipaşa,Gazipaşa İcra Dairesi,3890098443,Gazipaşa Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR200001500158007299435725
Antalya,Gazipaşa,Gazipaşa İcra Dairesi,3890098443,Gazipaşa Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR850001500158007290568658
Antalya,Antalya,Antalya Genel İcra Dairesi,700808287,üç kapılar vergi dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR420001500158007309603645
Antalya,Antalya,Antalya Genel İcra Dairesi,700808287,üç kapılar vergi dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR880001500158007309603690
Antalya,Antalya,Antalya Genel İcra Dairesi,700808287,üç kapılar vergi dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR760001500158007309603615
Antalya,Antalya,Antalya Gayrimenkul Satış İcra Dairesi,700808309,üçkapılar vergi dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR760001500158007309603712
Antalya,Antalya,Antalya Gayrimenkul Satış İcra Dairesi,700808309,üçkapılar vergi dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR440001500158007309603803
Antalya,Antalya,Antalya Gayrimenkul Satış İcra Dairesi,700808309,üçkapılar vergi dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR510001500158007309603774
Antalya,Antalya,Antalya Banka Alacakları İcra Dairesi,700808325,üç kapılar vergi dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR160001500158007309604016
Antalya,Antalya,Antalya Banka Alacakları İcra Dairesi,700808325,üç kapılar vergi dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR060001500158007309604099
Antalya,Antalya,Antalya Banka Alacakları İcra Dairesi,700808325,üç kapılar vergi dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR680001500158007309604050
Antalya,Antalya,Antalya Abonelik Sözleşmeleri İcra Dairesi,700808317,üç kapılar vergi dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR550001500158007309603993
Antalya,Antalya,Antalya Abonelik Sözleşmeleri İcra Dairesi,700808317,üç kapılar vergi dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR130001500158007309603876
Antalya,Antalya,Antalya Abonelik Sözleşmeleri İcra Dairesi,700808317,üç kapılar vergi dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR470001500158007309603943
Antalya,Kemer,Kemer İcra Dairesi,5440146368,KEMER VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR810001500158007299377203
Antalya,Kemer,Kemer İcra Dairesi,5440146368,KEMER VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR880001500158007290509046
Antalya,Kemer,Kemer İcra Dairesi,5440146368,KEMER VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR570001500158007285453770
Antalya,Korkuteli,Korkuteli İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR300001500158007300581018
Antalya,Korkuteli,Korkuteli İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR780001500158007300581027
Antalya,Korkuteli,Korkuteli İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR750001500158007300580984
Antalya,Elmalı,Elmalı İcra Dairesi,3320049597,ELMALI VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR730001500158007300647659
Antalya,Elmalı,Elmalı İcra Dairesi,3320049597,ELMALI VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR540001500158007300647613
Antalya,Elmalı,Elmalı İcra Dairesi,3320049597,ELMALI VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR790001500158007300647648
Antalya,Finike,Finike İcra Dairesi,3880089444,FİNİKE MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR460001500158007300577238
Antalya,Finike,Finike İcra Dairesi,3880089444,FİNİKE MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR480001500158007300577687
Antalya,Finike,Finike İcra Dairesi,3880089444,FİNİKE MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR840001500158007300578106
Antalya,Demre,Demre İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR340001500158007300572022
Antalya,Demre,Demre İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR210001500158007300571965
Antalya,Demre,Demre İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR140001500158007300571994
Antalya,Kaş,Kaş İcra Dairesi,5270063718,KAŞ MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR200001500158007299390620
Antalya,Kaş,Kaş İcra Dairesi,5270063718,KAŞ MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR980001500158007298673550
Antalya,Kaş,Kaş İcra Dairesi,5270063718,KAŞ MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR350001500158007299390641
Antalya,Kumluca,Kumluca İcra Dairesi,4690034657,Kumluca Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR820001500158007300160072
Antalya,Kumluca,Kumluca İcra Dairesi,4690034657,Kumluca Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR910001500158007299417860
Antalya,Kumluca,Kumluca İcra Dairesi,4690034657,Kumluca Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR390001500158007297115725
Antalya,Manavgat,Manavgat İcra Dairesi,6110064974,Manavgat Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR150001500158007290496004
Antalya,Manavgat,Manavgat İcra Dairesi,6110064974,Manavgat Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR390001500158007299285324
Antalya,Manavgat,Manavgat İcra Dairesi,6110064974,Manavgat Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR920001500158007300568941
Antalya,Gündoğmuş,Gündoğmuş İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR290001500158007300788325
Antalya,Gündoğmuş,Gündoğmuş İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR190001500158007300788311
Antalya,Gündoğmuş,Gündoğmuş İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR700001500158007300788266
Antalya,Akseki,Akseki İcra Dairesi,340036685,Akseki Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR740001500158007300578189
Antalya,Akseki,Akseki İcra Dairesi,340036685,Akseki Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR690001500158007300578182
Antalya,Akseki,Akseki İcra Dairesi,340036685,Akseki Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR310001500158007300578187
Antalya,Serik,Serik İcra Dairesi,7620042286,SERİK VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR280001500158007299394259
Antalya,Serik,Serik İcra Dairesi,7620042286,SERİK VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR510001500158007290508742
Antalya,Serik,Serik İcra Dairesi,7620042286,SERİK VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR090001500158007285039959
Artvin,Artvin,Artvin İcra Dairesi,850041076,Artvin Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR760001500158007300570490
Artvin,Artvin,Artvin İcra Dairesi,850041076,Artvin Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR840001500158007299356585
Artvin,Artvin,Artvin İcra Dairesi,850041076,Artvin Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR560001500158007290495654
Artvin,Arhavi,Arhavi İcra Dairesi,740319316,ARHAVİ MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR810001500158007300576511
Artvin,Arhavi,Arhavi İcra Dairesi,740319316,ARHAVİ MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR120001500158007300576492
Artvin,Arhavi,Arhavi İcra Dairesi,740319316,ARHAVİ MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR350001500158007300576466
Artvin,Borçka,Borçka İcra Dairesi,80091447,BORÇKA MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR340001500158007300580655
Artvin,Borçka,Borçka İcra Dairesi,80091447,BORÇKA MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR790001500158007300580621
Artvin,Borçka,Borçka İcra Dairesi,80091447,BORÇKA MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR640001500158007300580697
Artvin,Hopa,Hopa İcra Dairesi,4630075089,Hopa Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR320001500158007300122560
Artvin,Hopa,Hopa İcra Dairesi,4630075089,Hopa Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR910001500158007300576331
Artvin,Hopa,Hopa İcra Dairesi,4630075089,Hopa Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR830001500158007300576378
Artvin,Şavşat,Şavşat İcra Dairesi,8000056169,ŞAVŞAT MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR220001500158007300576021
Artvin,Şavşat,Şavşat İcra Dairesi,8000056169,ŞAVŞAT MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR690001500158007300576048
Artvin,Şavşat,Şavşat İcra Dairesi,8000056169,ŞAVŞAT MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR620001500158007300576077
Artvin,Yusufeli,Yusufeli İcra Dairesi,4690069593,YUSUFELİ MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR230001500158007300576585
Artvin,Yusufeli,Yusufeli İcra Dairesi,4690069593,YUSUFELİ MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR200001500158007300576639
Artvin,Yusufeli,Yusufeli İcra Dairesi,4690069593,YUSUFELİ MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR620001500158007300576659
Aydın,Aydın,Aydın İcra Dairesi,1150838835,GÜZELHİSAR VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR850001500158007301637037
Aydın,Aydın,Aydın İcra Dairesi,1150838835,GÜZELHİSAR VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR070001500158007301636986
Aydın,Aydın,Aydın İcra Dairesi,1150838835,GÜZELHİSAR VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR150001500158007301636939
Aydın,Çine,Çine İcra Dairesi,2570060646,ÇİNE VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR300001500158007300578205
Aydın,Çine,Çine İcra Dairesi,2570060646,ÇİNE VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR250001500158007300578198
Aydın,Çine,Çine İcra Dairesi,2570060646,ÇİNE VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR460001500158007300578208
Aydın,Germencik,Germencik İcra Dairesi,3940331189,GERMENCİK VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR720001500158007300543596
Aydın,Germencik,Germencik İcra Dairesi,3940331189,GERMENCİK VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR690001500158007299049462
Aydın,Germencik,Germencik İcra Dairesi,3940331189,GERMENCİK VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR170001500158007300543616
Aydın,Nazilli,Nazilli İcra Dairesi,4690057028,NAZİLLİ VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR330001500158007299290573
Aydın,Nazilli,Nazilli İcra Dairesi,4690057028,NAZİLLİ VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR230001500158007290493920
Aydın,Nazilli,Nazilli İcra Dairesi,4690057028,NAZİLLİ VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR700001500158007285013738
Aydın,Bozdoğan,Bozdoğan İcra Dairesi,4690034464,BOZDOĞAN MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR220001500158007300677677
Aydın,Bozdoğan,Bozdoğan İcra Dairesi,4690034464,BOZDOĞAN MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR380001500158007300677680
Aydın,Bozdoğan,Bozdoğan İcra Dairesi,4690034464,BOZDOĞAN MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR440001500158007300677669
Aydın,Karacasu,Karacasu İcra Dairesi,5070068364,KARACASU MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR710001500158007300579698
Aydın,Karacasu,Karacasu İcra Dairesi,5070068364,KARACASU MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR160001500158007300579815
Aydın,Karacasu,Karacasu İcra Dairesi,5070068364,KARACASU MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR670001500158007300579770
Aydın,Söke,Söke İcra Dairesi,7780051692,SÖKE VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR410001500158007285104470
Aydın,Söke,Söke İcra Dairesi,7780051692,SÖKE VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR550001500158007290492956
Aydın,Söke,Söke İcra Dairesi,7780051692,SÖKE VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR910001500158007299434544
Aydın,Didim(Yenihisar),Didim(Yenihisar) İcra Dairesi,4690034415,Didim Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR180001500158007290495950
Aydın,Didim(Yenihisar),Didim(Yenihisar) İcra Dairesi,4690034415,Didim Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR780001500158007300577632
Aydın,Didim(Yenihisar),Didim(Yenihisar) İcra Dairesi,4690034415,Didim Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR420001500158007290495906
Aydın,Kuşadası,Kuşadası İcra Dairesi,5980802394,Kuşadası Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR570001500158007305277660
Aydın,Kuşadası,Kuşadası İcra Dairesi,5980802394,Kuşadası Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR070001500158007305277687
Aydın,Kuşadası,Kuşadası İcra Dairesi,5980802394,Kuşadası Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR600001500158007305277606
Balıkesir,Balıkesir,Balıkesir 1. İcra Dairesi,1780095611,KURTDERELİ VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR840001500158007299280246
Balıkesir,Balıkesir,Balıkesir 1. İcra Dairesi,1780095611,KURTDERELİ VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR510001500158007299280258
Balıkesir,Balıkesir,Balıkesir 1. İcra Dairesi,1780095611,KURTDERELİ VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR310001500158007290499305
Balıkesir,Balıkesir,Balıkesir 2. İcra Dairesi,4700077846,Kurtdereli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR470001500158007290499308
Balıkesir,Balıkesir,Balıkesir 2. İcra Dairesi,4700077846,Kurtdereli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR680001500158007299292368
Balıkesir,Balıkesir,Balıkesir 2. İcra Dairesi,4700077846,Kurtdereli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR070001500158007299292399
Balıkesir,Balıkesir,Balıkesir 3. İcra Dairesi,9050036584,Kurtdereli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR150001500158007290499884
Balıkesir,Balıkesir,Balıkesir 3. İcra Dairesi,9050036584,Kurtdereli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR470001500158007299353953
Balıkesir,Balıkesir,Balıkesir 3. İcra Dairesi,9050036584,Kurtdereli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR860001500158007299353930
Balıkesir,Balıkesir,Balıkesir 4. İcra Dairesi,1370367361,Kurtdereli Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR220001500158007299286309
Balıkesir,Balıkesir,Balıkesir 4. İcra Dairesi,1370367361,Kurtdereli Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR650001500158007299286408
Balıkesir,Balıkesir,Balıkesir 4. İcra Dairesi,1370367361,Kurtdereli Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR840001500158007292437381
Balıkesir,Bigadiç,Bigadiç İcra Dairesi,1700008380,Bigadiç Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR740001500158007300619026
Balıkesir,Bigadiç,Bigadiç İcra Dairesi,1700008380,Bigadiç Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR760001500158007300618990
Balıkesir,Bigadiç,Bigadiç İcra Dairesi,1700008380,Bigadiç Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR660001500158007300618879
Balıkesir,Dursunbey,Dursunbey İcra Dairesi,3180044578,Dursunbey Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR870001500158007299347801
Balıkesir,Dursunbey,Dursunbey İcra Dairesi,3180044578,Dursunbey Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR600001500158007290554461
Balıkesir,Dursunbey,Dursunbey İcra Dairesi,3180044578,Dursunbey Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR350001500158007273478740
Balıkesir,İvrindi,İvrindi İcra Dairesi,4690069752,İVRİNDİ MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR180001500158007300580555
Balıkesir,İvrindi,İvrindi İcra Dairesi,4690069752,İVRİNDİ MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR850001500158007300580610
