il,ilce,mahalle,posta_kodu
Adana,Sarıçam,Hakkıbeyli Mahallesi,01790
Adana,Sarıçam,Hasanbeyli Mahallesi,01790
Adana,Sarıçam,Hocallı Mahallesi,01790
Adana,Sarıçam,Hürriyet Mahallesi,01340
Adana,Sarıçam,Istiklal Mahallesi,01460
Adana,Sarıçam,Karaömerli Mahallesi,01790
Adana,Sarıçam,Karayusuflu Mahallesi,01790
Adana,Sarıçam,Kargakekeç Mahallesi,01790
Adana,Sarıçam,Karlık Mahallesi,01790
Adana,Sarıçam,Karşıyaka Mahallesi,01790
Adana,Sarıçam,Kaşobası Mahallesi,01790
Adana,Sarıçam,Kemalpaşa Mahallesi,01340
Adana,Sarıçam,Kepeztepe Mahallesi,01790
Adana,Sarıçam,Kılbaş Mahallesi,01790
Adana,Sarıçam,Kılıçlı Mahallesi,01790
Adana,Sarıçam,Kızılkaş Mahallesi,01790
Adana,Sarıçam,Kösefakılı Mahallesi,01790
Adana,Sarıçam,Küçükbaklalı Mahallesi,01790
Adana,Sarıçam,Maltepe Mahallesi,01790
Adana,Sarıçam,Mehmet Akif Ersoy Mahallesi,01250
Adana,Sarıçam,Menekşe Mahallesi,01790
Adana,Sarıçam,Mustafalar Mahallesi,01790
Adana,Sarıçam,Müminli Mahallesi,01790
Adana,Sarıçam,Orhangazi Mahallesi,01250
Adana,Sarıçam,Osmangazi Mahallesi,01790
Adana,Sarıçam,Remzi Oğuz Arık Mahallesi,01250
Adana,Sarıçam,Sarıçam Mahallesi,01790
Adana,Sarıçam,Sofudede Mahallesi,01460
Adana,Sarıçam,Şahintepe Mahallesi,01250
Adana,Sarıçam,Turunçlu Mahallesi,01790
Adana,Sarıçam,Ünlüce Mahallesi,01790
Adana,Sarıçam,Yağızlar Mahallesi,01790
Adana,Sarıçam,Yarımca Mahallesi,01790
Adana,Sarıçam,Yavuz Sultan Selim Mahallesi,01250
Adana,Sarıçam,Yeni Mahallesi,01340
Adana,Sarıçam,Yeniyayla Mahallesi,01790
Adana,Sarıçam,Yeşiltepe Mahallesi,01250
Adana,Sarıçam,Yıldırım Beyazıt Mahallesi,01250
Adana,Sarıçam,Yürekli Mahallesi,01790
Adana,Seyhan,2000 Evler Mahallesi,01200
Adana,Seyhan,Ahmet Remzi Yüreğir Mahallesi,01130
Adana,Seyhan,Akkapı Mahallesi,01040
Adana,Seyhan,Alidede Mahallesi,01020
Adana,Seyhan,Aydınlar Mahallesi,01190
Adana,Seyhan,Bahçelievler Mahallesi,01355
Adana,Seyhan,Bahçeşehir Mahallesi,01200
Adana,Seyhan,Barbaros Mahallesi,01030
Adana,Seyhan,Barış Mahallesi,01190
Adana,Seyhan,Beşocak Mahallesi,01020
Adana,Seyhan,Bey Mahallesi,01030
Adana,Seyhan,Büyükçıldırım Mahallesi,01355
Adana,Seyhan,Büyükdikili Mahallesi,01355
Adana,Seyhan,Camuzcu Mahallesi,01355
Adana,Seyhan,Cemalpaşa Mahallesi,01120
Adana,Seyhan,Çaputçu Mahallesi,01355
Adana,Seyhan,Çınarlı Mahallesi,01060
Adana,Seyhan,Dağlıoğlu Mahallesi,01040
Adana,Seyhan,Demetevler Mahallesi,01180
Adana,Seyhan,Denizli Mahallesi,01130
Adana,Seyhan,Dervişler Mahallesi,01355
Adana,Seyhan,Dörtağaç Mahallesi,01355
Adana,Seyhan,Döşeme Mahallesi,01060
Adana,Seyhan,Dumlupınar Mahallesi,01070
Adana,Seyhan,Emek Mahallesi,01080
Adana,Seyhan,Fatih Mahallesi,01160
Adana,Seyhan,Fevzipaşa Mahallesi,01190
Adana,Seyhan,Gazipaşa Mahallesi,01140
Adana,Seyhan,Gökçeler Mahallesi,01355
Adana,Seyhan,Gölbaşı Mahallesi,01355
Adana,Seyhan,Gülbahçesi Mahallesi,01050
Adana,Seyhan,Gülpınar Mahallesi,01070
Adana,Seyhan,Gürselpaşa Mahallesi,01200
Adana,Seyhan,Hadırlı Mahallesi,01365
Adana,Seyhan,Hanedan Mahallesi,01060
Adana,Seyhan,Havuzlubahçe Mahallesi,01030
Adana,Seyhan,Hurmalı Mahallesi,01060
Adana,Seyhan,Hürriyet Mahallesi,01030
Adana,Seyhan,Ismetpaşa Mahallesi,01180
Adana,Seyhan,Istiklal Mahallesi,01060
Adana,Seyhan,Karakuyu Mahallesi,01355
Adana,Seyhan,Karasoku Mahallesi,01010
Adana,Seyhan,Karayusuflu Mahallesi,01355
Adana,Seyhan,Kavaklı Mahallesi,01430
Adana,Seyhan,Kayalıbağ Mahallesi,01010
Adana,Seyhan,Kayışlı Mahallesi,01355
Adana,Seyhan,Kocavezir Mahallesi,01060
Adana,Seyhan,Koyuncu Mahallesi,01355
Adana,Seyhan,Koza Mahallesi,01430
Adana,Seyhan,Köylüoğlu Mahallesi,01355
Adana,Seyhan,Kurtuluş Mahallesi,01130
Adana,Seyhan,Kuruköprü Mahallesi,01060
Adana,Seyhan,Kuyumcular Mahallesi,01355
Adana,Seyhan,Küçükçıldırım Mahallesi,01355
Adana,Seyhan,Küçükdikili Mahallesi,01430
Adana,Seyhan,Mekan Mahallesi,01430
Adana,Seyhan,Mestanzade Mahallesi,01020
Adana,Seyhan,Meydan Mahallesi,01070
Adana,Seyhan,Mıdık Mahallesi,01030
Adana,Seyhan,Mirzaçelebi Mahallesi,01070
Adana,Seyhan,Mithatpaşa Mahallesi,01130
Adana,Seyhan,Mürseloğlu Mahallesi,01355
Adana,Seyhan,Namık Kemal Mahallesi,01140
Adana,Seyhan,Narlıca Mahallesi,01180
Adana,Seyhan,Onur Mahallesi,01100
Adana,Seyhan,Ova Mahallesi,01080
Adana,Seyhan,Pınar Mahallesi,01160
Adana,Seyhan,Reşatbey Mahallesi,01120
Adana,Seyhan,Sakarya Mahallesi,01130
Adana,Seyhan,Salmanbeyli Mahallesi,01355
Adana,Seyhan,Sarıhamzalı Mahallesi,01110
Adana,Seyhan,Sarıhuğlar Mahallesi,01355
Adana,Seyhan,Sarıyakup Mahallesi,01020
Adana,Seyhan,Serinevler Mahallesi,01355
Adana,Seyhan,Söğütlü Mahallesi,01110
Adana,Seyhan,Sucuzade Mahallesi,01030
Adana,Seyhan,Sümer Mahallesi,01140
Adana,Seyhan,Şakirpaşa Mahallesi,01080
Adana,Seyhan,Şehitduran Mahallesi,01020
Adana,Seyhan,Tellidere Mahallesi,01160
Adana,Seyhan,Tepebağ Mahallesi,01010
Adana,Seyhan,Türkocağı Mahallesi,01020
Adana,Seyhan,Uçak Mahallesi,01080
Adana,Seyhan,Ulucamii Mahallesi,01010
Adana,Seyhan,Yalmanlı Mahallesi,01355
Adana,Seyhan,Yeni Mahallesi,01200
Adana,Seyhan,Yenibaraj Mahallesi,01150
Adana,Seyhan,Yenibey Mahallesi,01020
Adana,Seyhan,Yenidam Mahallesi,01355
Adana,Seyhan,Yeşilevler Mahallesi,01180
Adana,Seyhan,Yeşiloba Mahallesi,01100
Adana,Seyhan,Yeşilyurt Mahallesi,01150
Adana,Seyhan,Yeşilyuva Mahallesi,01070
Adana,Seyhan,Yolgeçen Mahallesi,01355
Adana,Seyhan,Zeytinli Mahallesi,01355
Adana,Seyhan,Ziyapaşa Mahallesi,01140
Adana,Tufanbeyli,Akçal Mahallesi,01642
Adana,Tufanbeyli,Akpınar Mahallesi,01642
Adana,Tufanbeyli,Ayvat Mahallesi,01642
Adana,Tufanbeyli,Bolatpınarı Mahallesi,01642
Adana,Tufanbeyli,Bozgüney Mahallesi,01642
Adana,Tufanbeyli,Cumhuriyet Mahallesi,01640
Adana,Tufanbeyli,Çatalçam Mahallesi,01642
Adana,Tufanbeyli,Çukurkışla Mahallesi,01642
Adana,Tufanbeyli,Damlalı Mahallesi,01642
Adana,Tufanbeyli,Demiroluk Mahallesi,01642
Adana,Tufanbeyli,Doğanbeyli Mahallesi,01642
Adana,Tufanbeyli,Doğanlı Mahallesi,01642
Adana,Tufanbeyli,Elemanlı Mahallesi,01642
Adana,Tufanbeyli,Evci Mahallesi,01642
Adana,Tufanbeyli,Fatmakuyu Mahallesi,01642
Adana,Tufanbeyli,Güzelim Mahallesi,01642
Adana,Tufanbeyli,Hanyeri Mahallesi,01642
Adana,Tufanbeyli,Iğdebel Mahallesi,01642
Adana,Tufanbeyli,Istiklal Mahallesi,01640
Adana,Tufanbeyli,Karsavran Mahallesi,01642
Adana,Tufanbeyli,Kayapınar Mahallesi,01642
Adana,Tufanbeyli,Kayarcık Mahallesi,01642
Adana,Tufanbeyli,Kirazlıyurt Mahallesi,01642
Adana,Tufanbeyli,Koccağız Mahallesi,01642
Adana,Tufanbeyli,Ortaköy Mahallesi,01642
Adana,Tufanbeyli,Pekmezli Mahallesi,01642
Adana,Tufanbeyli,Pınarlar Mahallesi,01642
Adana,Tufanbeyli,Şar Mahallesi,01642
Adana,Tufanbeyli,Taşpınar Mahallesi,01642
Adana,Tufanbeyli,Tozlu Mahallesi,01642
Adana,Tufanbeyli,Yamanlı Mahallesi,01642
Adana,Tufanbeyli,Yenicami Mahallesi,01640
Adana,Tufanbeyli,Yeşilova Mahallesi,01642
Adana,Yumurtalık,Akdeniz Mahallesi,01680
Adana,Yumurtalık,Akyuva Mahallesi,01680
Adana,Yumurtalık,Asmalı Mahallesi,01682
Adana,Yumurtalık,Ayas Mahallesi,01680
Adana,Yumurtalık,Ayvalık Mahallesi,01682
Adana,Yumurtalık,Demirtaş Mahallesi,01682
Adana,Yumurtalık,Deveciuşağı Mahallesi,01682
Adana,Yumurtalık,Devrişiye Mahallesi,01680
Adana,Yumurtalık,Gölovası Mahallesi,01682
Adana,Yumurtalık,Hamzalı Mahallesi,01682
Adana,Yumurtalık,Haylazlı Mahallesi,01682
Adana,Yumurtalık,Kaldırım Mahallesi,01682
Adana,Yumurtalık,Kalemli Mahallesi,01682
Adana,Yumurtalık,Kemalpaşa Mahallesi,01680
Adana,Yumurtalık,Kesmeburun Mahallesi,01682
Adana,Yumurtalık,Kırmızıdam Mahallesi,01682
Adana,Yumurtalık,Kuzupınarı Mahallesi,01682
Adana,Yumurtalık,Narlıören Mahallesi,01682
Adana,Yumurtalık,Ören Mahallesi,01680
Adana,Yumurtalık,Sugözü Mahallesi,01682
Adana,Yumurtalık,Yeniköy Mahallesi,01682
Adana,Yumurtalık,Yeşilköy Mahallesi,01682
Adana,Yumurtalık,Yumurtalık Mahallesi,01682
Adana,Yumurtalık,Zeytinbeli Mahallesi,01682
Adana,Yüreğir,19 Mayıs Mahallesi,01285
Adana,Yüreğir,Abdioğlu Cumhuriyet Mahallesi,01415
Adana,Yüreğir,Ağzıbüyük Mahallesi,01415
Adana,Yüreğir,Akdam Mahallesi,01415
Adana,Yüreğir,Akdeniz Mahallesi,01291
Adana,Yüreğir,Akıncılar Mahallesi,01220
Adana,Yüreğir,Akpınar Mahallesi,01415
Adana,Yüreğir,Alihocalı Mahallesi,01415
Adana,Yüreğir,Anadolu Mahallesi,01285
Adana,Yüreğir,Atakent Mahallesi,01260
Adana,Yüreğir,Atatürk Mahallesi,01375
Adana,Yüreğir,Aydıncık Mahallesi,01415
Adana,Yüreğir,Bahçelievler Mahallesi,01285
Adana,Yüreğir,Başak Mahallesi,01285
Adana,Yüreğir,Belören Mahallesi,01415
Adana,Yüreğir,Beyköy Mahallesi,01415
Adana,Yüreğir,Büyükkapılı Mahallesi,01415
Adana,Yüreğir,Camili Mahallesi,01415
Adana,Yüreğir,Cırık Mahallesi,01415
Adana,Yüreğir,Cine Mahallesi,01415
Adana,Yüreğir,Cumhuriyet Mahallesi,01280
Adana,Yüreğir,Çağırkanlı Mahallesi,01415
Adana,Yüreğir,Çamlıbel Mahallesi,01260
Adana,Yüreğir,Çatalpınar Mahallesi,01415
Adana,Yüreğir,Çelemli Mahallesi,01415
Adana,Yüreğir,Çotlu Mahallesi,01415
Adana,Yüreğir,Dadaloğlu Mahallesi,01240
Adana,Yüreğir,Danışment Mahallesi,01415
Adana,Yüreğir,Dede Korkut Mahallesi,01285
Adana,Yüreğir,Dedepınarı Mahallesi,01415
Adana,Yüreğir,Denizkuyusu Mahallesi,01415
Adana,Yüreğir,Dervişler Mahallesi,01260
Adana,Yüreğir,Doğankent Bahçelievler Mahallesi,01370
Adana,Yüreğir,Doğankent Cumhuriyet Mahallesi,01370
Adana,Yüreğir,Doğankent Kışla Mahallesi,01370
Adana,Yüreğir,Düzce Mahallesi,01415
Adana,Yüreğir,Eğriağaç Mahallesi,01415
Adana,Yüreğir,Esenler Mahallesi,01415
Adana,Yüreğir,Eski Misis Mahallesi,01350
Adana,Yüreğir,Gazipaşa Mahallesi,01370
Adana,Yüreğir,Geçitli Cumhuriyet Mahallesi,01415
Adana,Yüreğir,Gökçeli Mahallesi,01415
Adana,Yüreğir,Gümüşyazı Mahallesi,01415
Adana,Yüreğir,Güneşli Mahallesi,01280
Adana,Yüreğir,Güveloğlu Mahallesi,01415
Adana,Yüreğir,Güzelevler Mahallesi,01285
Adana,Yüreğir,Hacıali Mahallesi,01415
Adana,Yüreğir,Havraniye Mahallesi,01415
Adana,Yüreğir,Havutlu Mahallesi,01375
Adana,Yüreğir,Haydaroğlu Mahallesi,01291
Adana,Yüreğir,Herekli Mahallesi,01415
Adana,Yüreğir,Incirlik Cumhuriyet Mahallesi,01965
Adana,Yüreğir,Irmakbaşı Mahallesi,01415
Adana,Yüreğir,Kadıköy Mahallesi,01415
Adana,Yüreğir,Kamışlı Mahallesi,01415
Adana,Yüreğir,Karaahmetli Mahallesi,01415
Adana,Yüreğir,Karacaoğlan Mahallesi,01240
Adana,Yüreğir,Kaşlıca Mahallesi,01415
Adana,Yüreğir,Kayarlı Mahallesi,01415
Adana,Yüreğir,Kazım Karabekir Mahallesi,01230
Adana,Yüreğir,Kışla Mahallesi,01230
Adana,Yüreğir,Kiremithane Mahallesi,01260
Adana,Yüreğir,Koza Mahallesi,01285
Adana,Yüreğir,Köklüce Mahallesi,01415
Adana,Yüreğir,Köprügözü Mahallesi,01415
Adana,Yüreğir,Köprülü Mahallesi,01230
Adana,Yüreğir,Kütüklü Mahallesi,01415
Adana,Yüreğir,Levent Mahallesi,01285
Adana,Yüreğir,Mutlu Mahallesi,01260
Adana,Yüreğir,Özgür Mahallesi,01220
Adana,Yüreğir,Özler Mahallesi,01415
Adana,Yüreğir,P.T.T Mahallesi,01240
Adana,Yüreğir,Paşaköy Mahallesi,01415
Adana,Yüreğir,Pekmezli Mahallesi,01415
Adana,Yüreğir,Sağdıçlı Mahallesi,01415
Adana,Yüreğir,Sakızlı Mahallesi,01415
Adana,Yüreğir,Sarıçam Mahallesi,01220
Adana,Yüreğir,Sazak Mahallesi,01415
Adana,Yüreğir,Selahattin Eyyubi Mahallesi,01240
Adana,Yüreğir,Serinevler Mahallesi,01240
Adana,Yüreğir,Seyhan Mahallesi,01291
Adana,Yüreğir,Sinanpaşa Mahallesi,01220
Adana,Yüreğir,Solaklı Cumhuriyet Mahallesi,01375
Adana,Yüreğir,Solaklı Hürriyet Mahallesi,01375
Adana,Yüreğir,Şahinağa Mahallesi,01415
Adana,Yüreğir,Şehit Erkut Akbay Mahallesi,01260
Adana,Yüreğir,Şeyhmurat Mahallesi,01415
Adana,Yüreğir,Tahsilli Mahallesi,01260
Adana,Yüreğir,Taşçı Mahallesi,01415
Adana,Yüreğir,Ulubatlı Hasan Mahallesi,01260
Adana,Yüreğir,Vayvaylı Mahallesi,01415
Adana,Yüreğir,Yahşiler Mahallesi,01415
Adana,Yüreğir,Yakapınar Mahallesi,01358
Adana,Yüreğir,Yalnızca Mahallesi,01415
Adana,Yüreğir,Yamaçlı Mahallesi,01291
Adana,Yüreğir,Yavuzlar Mahallesi,01220
Adana,Yüreğir,Yenice Mahallesi,01415
Adana,Yüreğir,Yenidoğan Mahallesi,01263
Adana,Yüreğir,Yeniköy Mahallesi,01415
Adana,Yüreğir,Yerdelen Mahallesi,01415
Adana,Yüreğir,Yeşil Bağlar Mahallesi,01285
Adana,Yüreğir,Yukarıçiçekli Mahallesi,01415
Adana,Yüreğir,Yunus Emre Mahallesi,01285
Adana,Yüreğir,Yunusoğlu Cumhuriyet Mahallesi,01415
Adana,Yüreğir,Yunusoğlu Hürriyet Mahallesi,01415
Adana,Yüreğir,Zağarlı Mahallesi,01415
Adıyaman,Besni,15 Temmuz Şehitler Mahallesi,02300
Adıyaman,Besni,Abımıstık Mah (Çakırhüyük Köyü),02320
Adıyaman,Besni,Adalet Mah (Suvarlı Köyü),02330
Adıyaman,Besni,Ahuri Mah (Sarıkaya Köyü),02302
Adıyaman,Besni,Akdere Mah (Başlı Köyü),02340
Adıyaman,Besni,Akdoğanlar Mah (Berete Köyü),02302
Adıyaman,Besni,Akdurak Köyü,02320
Adıyaman,Besni,Akkuyu Köyü,02320
Adıyaman,Besni,Akkuyu Mah (Atmalı Köyü),02340
Adıyaman,Besni,Akpınar Köyü,02302
Adıyaman,Besni,Aktepe Köyü,02320
Adıyaman,Besni,Akyazı Köyü,02302
Adıyaman,Besni,Alıçlı Köyü,02320
Adıyaman,Besni,Alişar Köyü,02340
Adıyaman,Besni,Aşağıçöplü Köyü,02302
Adıyaman,Besni,Aşağısarhan Mahallesi,02300
Adıyaman,Besni,Aşağısöğütlü Mah (Köseceli Köyü),02320
Adıyaman,Besni,Atatürk Mah (Kesmetepe Köyü),02320
Adıyaman,Besni,Atatürk Mah (Sugözü Köyü),02302
Adıyaman,Besni,Atatürk Mah (Üçgöz Köyü),02302
Adıyaman,Besni,Atmalı Köyü,02340
Adıyaman,Besni,Bahri Mah (Bahri Köyü),02302
Adıyaman,Besni,Balka Mah (Beşyol Köyü),02302
Adıyaman,Besni,Başlı Köyü,02340
Adıyaman,Besni,Bayat Mah (Şambayat Köyü),02340
Adıyaman,Besni,Bereketli Köyü,02302
Adıyaman,Besni,Beşir Mah (Tekağaç Köyü),02340
Adıyaman,Besni,Beşkoz Köyü,02302
Adıyaman,Besni,Beşyol Köyü,02302
Adıyaman,Besni,Boncuk Köyü,02302
Adıyaman,Besni,Bostancık Mah (Tekağaç Köyü),02340
Adıyaman,Besni,Boybeypınarı Mah (Çakırhüyük Köyü),02320
Adıyaman,Besni,Burunçayır Köyü,02302
Adıyaman,Besni,Büyükoba Mah (Karalar Köyü),02330
Adıyaman,Besni,Camuşçu Köyü,02320
Adıyaman,Besni,Cirit Meydanı Mahallesi,02300
Adıyaman,Besni,Cumhuriyet Mah (Köseceli Köyü),02320
Adıyaman,Besni,Cumhuriyet Mah (Sarıyaprak Köyü),02302
Adıyaman,Besni,Cumhuriyet Mah (Suvarlı Köyü),02330
Adıyaman,Besni,Cumhuriyet Mah (Şambayat Köyü),02340
Adıyaman,Besni,Cumhurriyet Mah (Üçgöz Köyü),02302
Adıyaman,Besni,Çakallı Mah (Çorak Köyü),02330
Adıyaman,Besni,Çakallı Mah (Karalar Köyü),02330
Adıyaman,Besni,Çakmak Mah (Akdurak Köyü),02320
Adıyaman,Besni,Çakmak Mah (Kesmetepe Köyü),02320
Adıyaman,Besni,Çamlıca Köyü,02302
Adıyaman,Besni,Çat Mahallesi,02300
Adıyaman,Besni,Çayırobası Mah (Karalar Köyü),02330
Adıyaman,Besni,Çaykaya Köyü,02302
Adıyaman,Besni,Çilboğaz Köyü,02302
Adıyaman,Besni,Çomak Köyü,02320
Adıyaman,Besni,Çorak Köyü,02330
Adıyaman,Besni,Çorman Mah (Tokar Köyü),02302
Adıyaman,Besni,Çöplükışla Mah (Yeniköy Köyü),02302
Adıyaman,Besni,Deliseki Mah (Çamlıca Köyü),02302
Adıyaman,Besni,Dikilitaş Köyü,02302
Adıyaman,Besni,Doğankaya Köyü,02340
Adıyaman,Besni,Dörtyol Köyü,02302
Adıyaman,Besni,Dumlupınar Mahallesi,02300
Adıyaman,Besni,Eğerli Köyü,02302
Adıyaman,Besni,Erdemoğlu Mahallesi,02300
Adıyaman,Besni,Fatih Mah (Kesmetepe Köyü),02320
Adıyaman,Besni,Fatih Mah (Sarıyaprak Köyü),02302
Adıyaman,Besni,Fatih Mah (Şambayat Köyü),02340
Adıyaman,Besni,Geçitli Köyü,02302
Adıyaman,Besni,Gönderme Mah (Konuklu Köyü),02320
Adıyaman,Besni,Gümüşlü Köyü,02340
Adıyaman,Besni,Güneykaş Köyü,02302
Adıyaman,Besni,Hacıhalil Köyü,02302
Adıyaman,Besni,Harmanardı Köyü,02302
Adıyaman,Besni,Hasanlı Köyü,02320
Adıyaman,Besni,Höyük Mah (Beşyol Köyü),02302
Adıyaman,Besni,Höyük Mah (Çomak Köyü),02320
Adıyaman,Besni,Hürriyet Mah (Köseceli Köyü),02320
Adıyaman,Besni,Hürriyet Mah (Suvarlı Köyü),02330
Adıyaman,Besni,Ince Mah (Kesmetepe Köyü),02320
Adıyaman,Besni,Inönü Mah (Kesmetepe Köyü),02320
Adıyaman,Besni,Inönü Mah (Sugözü Köyü),02302
Adıyaman,Besni,Inönü Mah (Şambayat Köyü),02340
Adıyaman,Besni,Inönü Mah (Üçgöz Köyü),02302
Adıyaman,Besni,Iznik Mah (Konuklu Köyü),02320
Adıyaman,Besni,Izollu Köyü,02320
Adıyaman,Besni,Karaağaç Mah (Yelbastı Köyü),02302
Adıyaman,Besni,Karageçi Mah (Beşyol Köyü),02302
Adıyaman,Besni,Karagüveç Köyü,02302
Adıyaman,Besni,Karahalil Mah (Başlı Köyü),02340
Adıyaman,Besni,Karalar Köyü,02330
Adıyaman,Besni,Kargalı Köyü,02320
Adıyaman,Besni,Karnaçık Mah (Kutluca Köyü),02320
Adıyaman,Besni,Kaymakam Hasan Tütün Mahallesi,02300
Adıyaman,Besni,Kepirce Mah (Yazıkarakuyu Köyü),02302
Adıyaman,Besni,Kesecik Köyü,02302
Adıyaman,Besni,Kılıçlı Mah (Başlı Köyü),02340
Adıyaman,Besni,Kıraçhayma Mah (Pınarbaşı Köyü),02330
Adıyaman,Besni,Kızılcamustafa Mah (Başlı Köyü),02340
Adıyaman,Besni,Kızılhisar Köyü,02302
Adıyaman,Besni,Kızılin Köyü,02302
Adıyaman,Besni,Kızılkaya Köyü,02302
Adıyaman,Besni,Kızılpınar Köyü,02302
Adıyaman,Besni,Kocapirli Mah (Eğerli Köyü),02302
Adıyaman,Besni,Konuklu Köyü,02320
Adıyaman,Besni,Korupınar Mahallesi,02300
Adıyaman,Besni,Köprübaşı Mah (Çakırhüyük Köyü),02320
Adıyaman,Besni,Körtanlı Mah (Pınarbaşı Köyü),02330
Adıyaman,Besni,Kurugöl Köyü,02302
Adıyaman,Besni,Kutluca Köyü,02320
Adıyaman,Besni,Kuzevleri Köyü,02302
Adıyaman,Besni,Levzin Mah (Çakırhüyük Köyü),02320
Adıyaman,Besni,Menderes Mah (Şambayat Köyü),02340
Adıyaman,Besni,Nohudanlı Mah (Hacıhalil Köyü),02302
Adıyaman,Besni,Oyalı Mahallesi,02300
Adıyaman,Besni,Oyratlı Köyü,02302
Adıyaman,Besni,Ören Köyü,02302
Adıyaman,Besni,Özbağlar Mah (Atmalı Köyü),02340
Adıyaman,Besni,Pınarbaşı Köyü,02330
Adıyaman,Besni,Pınarbaşı Mahallesi,02300
Adıyaman,Besni,Pınarbaşıosb Mahallesi,02300
Adıyaman,Besni,Sarıçiçek Mah (Konuklu Köyü),02320
Adıyaman,Besni,Sarıkaya Köyü,02302
Adıyaman,Besni,Satıluşağı Mah (Oyratlı Köyü),02302
Adıyaman,Besni,Sayören Köyü,02302
Adıyaman,Besni,Sumaklı Güzelevler Mah (Kurugöl Köyü),02302
Adıyaman,Besni,Taşlıyazı Köyü,02302
Adıyaman,Besni,Tekağaç Köyü,02340
Adıyaman,Besni,Tetirli Mah (Köseceli Köyü),02320
Adıyaman,Besni,Tileyli Mah (Yazıbeydili Köyü),02320
Adıyaman,Besni,Tokar Köyü,02302
Adıyaman,Besni,Toklu Köyü,02302
Adıyaman,Besni,Topkapı Köyü,02302
Adıyaman,Besni,Turgut Özal Mah (Kesmetepe Köyü),02320
Adıyaman,Besni,Tutlupınar Mah (Pınarbaşı Köyü),02330
Adıyaman,Besni,Uzunkuyu Köyü,02330
Adıyaman,Besni,Ürecik Mah (Yelbastı Köyü),02302
Adıyaman,Besni,Yayıklı Köyü,02302
Adıyaman,Besni,Yazıbademce Mah (Yazıkarakuyu Köyü),02302
Adıyaman,Besni,Yazıbeydili Köyü,02320
Adıyaman,Besni,Yazıkarakuyu Köyü,02302
Adıyaman,Besni,Yazıyalangoz Mah (Tekağaç Köyü),02340
Adıyaman,Besni,Yazıyurdu Mah (Berete Köyü),02302
Adıyaman,Besni,Yelbastı Köyü,02302
Adıyaman,Besni,Yemlice Mah (Kesecik Köyü),02302
Adıyaman,Besni,Yeni Besni Mahallesi,02300
Adıyaman,Besni,Yeni Mah (Şambayat Köyü),02340
Adıyaman,Besni,Yeniköy Köyü,02302
Adıyaman,Besni,Yenikurugöl Mah (Akdurak Köyü),02320
Adıyaman,Besni,Yeşilova Mah (Çakırhüyük Köyü),02320
Adıyaman,Besni,Yeşilova Mah (Ören Köyü),02302
Adıyaman,Besni,Yoldüzü Köyü,02320
Adıyaman,Besni,Yukarı Hozgişi Mah (Yeniköy Köyü),02302
Adıyaman,Besni,Yukarı Sarhan Mahallesi,02300
Adıyaman,Besni,Yukarısöğütlü Köyü,02320
Adıyaman,Besni,Yusufağa Mah (Akkuyu Köyü),02320
Adıyaman,Besni,Zormağara Mah (Yeniköy Köyü),02302
Adıyaman,Çelikhan,Aksu Köyü,02602
Adıyaman,Çelikhan,Aktaş Mah (Pınarbaşı Köyü),02602
Adıyaman,Çelikhan,Aligür Mah (Gölbağı Köyü),02602
Adıyaman,Çelikhan,Alisaha Kümesi Mah (Mutlu Köyü),02602
Adıyaman,Çelikhan,Altıntaş Köyü,02602
Adıyaman,Çelikhan,Askerhan Köyü,02602
Adıyaman,Çelikhan,Bahçe Kümesi Mah (Mutlu Köyü),02602
Adıyaman,Çelikhan,Bahçeli Evler Mahallesi,02600
Adıyaman,Çelikhan,Balıkburun Mah (Pınarbaşı Köyü),02602
Adıyaman,Çelikhan,Başpınar Mahallesi,02600
Adıyaman,Çelikhan,Bozgedik Köyü,02602
Adıyaman,Çelikhan,Cami Mah (Pınarbaşı Köyü),02602
Adıyaman,Çelikhan,Cami Mahallesi,02600
Adıyaman,Çelikhan,Cemolar Mah (Kalecik Köyü),02602
Adıyaman,Çelikhan,Cumhuriyet Mahallesi,02600
Adıyaman,Çelikhan,Çamlıyayla Mah (Pınarbaşı Köyü),02602
Adıyaman,Çelikhan,Çampınar Köyü,02602
Adıyaman,Çelikhan,Çat Mah (Şerefhan Köyü),02602
Adıyaman,Çelikhan,Değirmen Başı Mah (Çampınar Köyü),02602
Adıyaman,Çelikhan,Dere Yaylası Mah (Mutlu Köyü),02602
Adıyaman,Çelikhan,Deveboynu Mah (Aksu Köyü),02602
Adıyaman,Çelikhan,Düzağaç Mah (Bozgedik Köyü),02602
Adıyaman,Çelikhan,Esenli Mah (Şerefhan Köyü),02602
Adıyaman,Çelikhan,Eskiköy Mah (Recep Köyü),02602
Adıyaman,Çelikhan,Eskiköy Mah (Yeşilyayla Köyü),02602
Adıyaman,Çelikhan,Fatih Köyü,02602
Adıyaman,Çelikhan,Fatih Mahallesi,02600
Adıyaman,Çelikhan,Gölbağı Köyü,02602
Adıyaman,Çelikhan,Hacılar Mah (Pınarbaşı Köyü),02602
Adıyaman,Çelikhan,Hamik Mah (Köseuşağı Köyü),02602
Adıyaman,Çelikhan,Hovirge Yaylası Mah (Mutlu Köyü),02602
Adıyaman,Çelikhan,Incirli Köyü,02602
Adıyaman,Çelikhan,Inönü Mah (Pınarbaşı Köyü),02602
Adıyaman,Çelikhan,Kale Mah (Yeşiltepe Köyü),02602
